"","dteday","season","yr","mnth","holiday","weekday","workingday","weathersit","temp","atemp","hum","windspeed","rental_type","rental_num","rentalship","day_in_month","year"
"586","2012-08-08",3,1,8,0,3,1,2,0.75,0.707717,0.672917,0.1107,"casual",1263,"Low",8,2012
"587","2012-08-09",3,1,8,0,4,1,1,0.755833,0.699508,0.620417,0.1561,"casual",1196,"Low",9,2012
"588","2012-08-10",3,1,8,0,5,1,2,0.715833,0.667942,0.715833,0.238813,"casual",1065,"Low",10,2012
"589","2012-08-11",3,1,8,0,6,0,2,0.6925,0.638267,0.732917,0.206479,"casual",2247,"Low",11,2012
"590","2012-08-12",3,1,8,0,0,0,1,0.700833,0.644579,0.530417,0.122512,"casual",2182,"Low",12,2012
"591","2012-08-13",3,1,8,0,1,1,1,0.720833,0.662254,0.545417,0.136212,"casual",1207,"Low",13,2012
"592","2012-08-14",3,1,8,0,2,1,1,0.726667,0.676779,0.686667,0.169158,"casual",1128,"Low",14,2012
"593","2012-08-15",3,1,8,0,3,1,1,0.706667,0.654037,0.619583,0.169771,"casual",1198,"Low",15,2012
"594","2012-08-16",3,1,8,0,4,1,1,0.719167,0.654688,0.519167,0.141796,"casual",1338,"Low",16,2012
"595","2012-08-17",3,1,8,0,5,1,1,0.723333,0.2424,0.570833,0.231354,"casual",1483,"Low",17,2012
"596","2012-08-18",3,1,8,0,6,0,1,0.678333,0.618071,0.603333,0.177867,"casual",2827,"Low",18,2012
"597","2012-08-19",3,1,8,0,0,0,2,0.635833,0.603554,0.711667,0.08645,"casual",1208,"Low",19,2012
"598","2012-08-20",3,1,8,0,1,1,2,0.635833,0.595967,0.734167,0.129979,"casual",1026,"Low",20,2012
"599","2012-08-21",3,1,8,0,2,1,1,0.649167,0.601025,0.67375,0.0727708,"casual",1081,"Low",21,2012
"600","2012-08-22",3,1,8,0,3,1,1,0.6675,0.621854,0.677083,0.0702833,"casual",1094,"Low",22,2012
"601","2012-08-23",3,1,8,0,4,1,1,0.695833,0.637008,0.635833,0.0845958,"casual",1363,"Low",23,2012
"602","2012-08-24",3,1,8,0,5,1,2,0.7025,0.6471,0.615,0.0721458,"casual",1325,"Low",24,2012
"603","2012-08-25",3,1,8,0,6,0,2,0.661667,0.618696,0.712917,0.244408,"casual",1829,"Low",25,2012
"604","2012-08-26",3,1,8,0,0,0,2,0.653333,0.595996,0.845833,0.228858,"casual",1483,"Low",26,2012
"605","2012-08-27",3,1,8,0,1,1,1,0.703333,0.654688,0.730417,0.128733,"casual",989,"Low",27,2012
"606","2012-08-28",3,1,8,0,2,1,1,0.728333,0.66605,0.62,0.190925,"casual",935,"Low",28,2012
"607","2012-08-29",3,1,8,0,3,1,1,0.685,0.635733,0.552083,0.112562,"casual",1177,"Low",29,2012
"608","2012-08-30",3,1,8,0,4,1,1,0.706667,0.652779,0.590417,0.0771167,"casual",1172,"Low",30,2012
"609","2012-08-31",3,1,8,0,5,1,1,0.764167,0.6894,0.5875,0.168533,"casual",1433,"Low",31,2012
"610","2012-09-01",3,1,9,0,6,0,2,0.753333,0.702654,0.638333,0.113187,"casual",2352,"Low",1,2012
"611","2012-09-02",3,1,9,0,0,0,2,0.696667,0.649,0.815,0.0640708,"casual",2613,"Low",2,2012
"612","2012-09-03",3,1,9,1,1,0,1,0.7075,0.661629,0.790833,0.151121,"casual",1965,"Low",3,2012
"613","2012-09-04",3,1,9,0,2,1,1,0.725833,0.686888,0.755,0.236321,"casual",867,"Low",4,2012
"614","2012-09-05",3,1,9,0,3,1,1,0.736667,0.708983,0.74125,0.187808,"casual",832,"Low",5,2012
"615","2012-09-06",3,1,9,0,4,1,2,0.696667,0.655329,0.810417,0.142421,"casual",611,"Low",6,2012
"616","2012-09-07",3,1,9,0,5,1,1,0.703333,0.657204,0.73625,0.171646,"casual",1045,"Low",7,2012
"617","2012-09-08",3,1,9,0,6,0,2,0.659167,0.611121,0.799167,0.281104,"casual",1557,"Low",8,2012
"618","2012-09-09",3,1,9,0,0,0,1,0.61,0.578925,0.5475,0.224496,"casual",2570,"Low",9,2012
"619","2012-09-10",3,1,9,0,1,1,1,0.583333,0.565654,0.50375,0.258713,"casual",1118,"Low",10,2012
"620","2012-09-11",3,1,9,0,2,1,1,0.5775,0.554292,0.52,0.0920542,"casual",1070,"Low",11,2012
"621","2012-09-12",3,1,9,0,3,1,1,0.599167,0.570075,0.577083,0.131846,"casual",1050,"Low",12,2012
"622","2012-09-13",3,1,9,0,4,1,1,0.6125,0.579558,0.637083,0.0827208,"casual",1054,"Low",13,2012
"623","2012-09-14",3,1,9,0,5,1,1,0.633333,0.594083,0.6725,0.103863,"casual",1379,"Low",14,2012
"624","2012-09-15",3,1,9,0,6,0,1,0.608333,0.585867,0.501667,0.247521,"casual",3160,"Low",15,2012
"625","2012-09-16",3,1,9,0,0,0,1,0.58,0.563125,0.57,0.0901833,"casual",2166,"Low",16,2012
"626","2012-09-17",3,1,9,0,1,1,2,0.580833,0.55305,0.734583,0.151742,"casual",1022,"Low",17,2012
"627","2012-09-18",3,1,9,0,2,1,2,0.623333,0.565067,0.8725,0.357587,"casual",371,"Low",18,2012
"628","2012-09-19",3,1,9,0,3,1,1,0.5525,0.540404,0.536667,0.215175,"casual",788,"Low",19,2012
"629","2012-09-20",3,1,9,0,4,1,1,0.546667,0.532192,0.618333,0.118167,"casual",939,"Low",20,2012
"630","2012-09-21",3,1,9,0,5,1,1,0.599167,0.571971,0.66875,0.154229,"casual",1250,"Low",21,2012
"631","2012-09-22",3,1,9,0,6,0,1,0.65,0.610488,0.646667,0.283583,"casual",2512,"Low",22,2012
"632","2012-09-23",4,1,9,0,0,0,1,0.529167,0.518933,0.467083,0.223258,"casual",2454,"Low",23,2012
"633","2012-09-24",4,1,9,0,1,1,1,0.514167,0.502513,0.492917,0.142404,"casual",1001,"Low",24,2012
"634","2012-09-25",4,1,9,0,2,1,1,0.55,0.544179,0.57,0.236321,"casual",845,"Low",25,2012
"635","2012-09-26",4,1,9,0,3,1,1,0.635,0.596613,0.630833,0.2444,"casual",787,"Low",26,2012
"636","2012-09-27",4,1,9,0,4,1,2,0.65,0.607975,0.690833,0.134342,"casual",751,"Low",27,2012
"637","2012-09-28",4,1,9,0,5,1,2,0.619167,0.585863,0.69,0.164179,"casual",1045,"Low",28,2012
"638","2012-09-29",4,1,9,0,6,0,1,0.5425,0.530296,0.542917,0.227604,"casual",2589,"Low",29,2012
"639","2012-09-30",4,1,9,0,0,0,1,0.526667,0.517663,0.583333,0.134958,"casual",2015,"Low",30,2012
"640","2012-10-01",4,1,10,0,1,1,2,0.520833,0.512,0.649167,0.0908042,"casual",763,"Low",1,2012
"641","2012-10-02",4,1,10,0,2,1,3,0.590833,0.542333,0.871667,0.104475,"casual",315,"Low",2,2012
"642","2012-10-03",4,1,10,0,3,1,2,0.6575,0.599133,0.79375,0.0665458,"casual",728,"Low",3,2012
"643","2012-10-04",4,1,10,0,4,1,2,0.6575,0.607975,0.722917,0.117546,"casual",891,"Low",4,2012
"644","2012-10-05",4,1,10,0,5,1,1,0.615,0.580187,0.6275,0.10635,"casual",1516,"Low",5,2012
"645","2012-10-06",4,1,10,0,6,0,1,0.554167,0.538521,0.664167,0.268025,"casual",3031,"Low",6,2012
"646","2012-10-07",4,1,10,0,0,0,2,0.415833,0.419813,0.708333,0.141162,"casual",781,"Low",7,2012
"647","2012-10-08",4,1,10,1,1,0,2,0.383333,0.387608,0.709583,0.189679,"casual",874,"Low",8,2012
"648","2012-10-09",4,1,10,0,2,1,2,0.446667,0.438112,0.761667,0.1903,"casual",601,"Low",9,2012
"649","2012-10-10",4,1,10,0,3,1,1,0.514167,0.503142,0.630833,0.187821,"casual",780,"Low",10,2012
"650","2012-10-11",4,1,10,0,4,1,1,0.435,0.431167,0.463333,0.181596,"casual",834,"Low",11,2012
"651","2012-10-12",4,1,10,0,5,1,1,0.4375,0.433071,0.539167,0.235092,"casual",1060,"Low",12,2012
"652","2012-10-13",4,1,10,0,6,0,1,0.393333,0.391396,0.494583,0.146142,"casual",2252,"Low",13,2012
"653","2012-10-14",4,1,10,0,0,0,1,0.521667,0.508204,0.640417,0.278612,"casual",2080,"Low",14,2012
"654","2012-10-15",4,1,10,0,1,1,2,0.561667,0.53915,0.7075,0.296037,"casual",760,"Low",15,2012
"655","2012-10-16",4,1,10,0,2,1,1,0.468333,0.460846,0.558333,0.182221,"casual",922,"Low",16,2012
"656","2012-10-17",4,1,10,0,3,1,1,0.455833,0.450108,0.692917,0.101371,"casual",979,"Low",17,2012
"657","2012-10-18",4,1,10,0,4,1,2,0.5225,0.512625,0.728333,0.236937,"casual",1008,"Low",18,2012
"658","2012-10-19",4,1,10,0,5,1,2,0.563333,0.537896,0.815,0.134954,"casual",753,"Low",19,2012
"659","2012-10-20",4,1,10,0,6,0,1,0.484167,0.472842,0.572917,0.117537,"casual",2806,"Low",20,2012
"660","2012-10-21",4,1,10,0,0,0,1,0.464167,0.456429,0.51,0.166054,"casual",2132,"Low",21,2012
"661","2012-10-22",4,1,10,0,1,1,1,0.4875,0.482942,0.568333,0.0814833,"casual",830,"Low",22,2012
"662","2012-10-23",4,1,10,0,2,1,1,0.544167,0.530304,0.641667,0.0945458,"casual",841,"Low",23,2012
"663","2012-10-24",4,1,10,0,3,1,1,0.5875,0.558721,0.63625,0.0727792,"casual",795,"Low",24,2012
"664","2012-10-25",4,1,10,0,4,1,2,0.55,0.529688,0.800417,0.124375,"casual",875,"Low",25,2012
"665","2012-10-26",4,1,10,0,5,1,2,0.545833,0.52275,0.807083,0.132467,"casual",1182,"Low",26,2012
"666","2012-10-27",4,1,10,0,6,0,2,0.53,0.515133,0.72,0.235692,"casual",2643,"Low",27,2012
"667","2012-10-28",4,1,10,0,0,0,2,0.4775,0.467771,0.694583,0.398008,"casual",998,"Low",28,2012
"668","2012-10-29",4,1,10,0,1,1,3,0.44,0.4394,0.88,0.3582,"casual",2,"Low",29,2012
"669","2012-10-30",4,1,10,0,2,1,2,0.318182,0.309909,0.825455,0.213009,"casual",87,"Low",30,2012
"670","2012-10-31",4,1,10,0,3,1,2,0.3575,0.3611,0.666667,0.166667,"casual",419,"Low",31,2012
"671","2012-11-01",4,1,11,0,4,1,2,0.365833,0.369942,0.581667,0.157346,"casual",466,"Low",1,2012
"672","2012-11-02",4,1,11,0,5,1,1,0.355,0.356042,0.522083,0.266175,"casual",618,"Low",2,2012
"673","2012-11-03",4,1,11,0,6,0,2,0.343333,0.323846,0.49125,0.270529,"casual",1029,"Low",3,2012
"674","2012-11-04",4,1,11,0,0,0,1,0.325833,0.329538,0.532917,0.179108,"casual",1201,"Low",4,2012
"675","2012-11-05",4,1,11,0,1,1,1,0.319167,0.308075,0.494167,0.236325,"casual",378,"Low",5,2012
"676","2012-11-06",4,1,11,0,2,1,1,0.280833,0.281567,0.567083,0.173513,"casual",466,"Low",6,2012
"677","2012-11-07",4,1,11,0,3,1,2,0.295833,0.274621,0.5475,0.304108,"casual",326,"Low",7,2012
"678","2012-11-08",4,1,11,0,4,1,1,0.352174,0.341891,0.333478,0.347835,"casual",340,"Low",8,2012
"679","2012-11-09",4,1,11,0,5,1,1,0.361667,0.355413,0.540833,0.214558,"casual",709,"Low",9,2012
"680","2012-11-10",4,1,11,0,6,0,1,0.389167,0.393937,0.645417,0.0578458,"casual",2090,"Low",10,2012
"681","2012-11-11",4,1,11,0,0,0,1,0.420833,0.421713,0.659167,0.1275,"casual",2290,"Low",11,2012
"682","2012-11-12",4,1,11,1,1,0,1,0.485,0.475383,0.741667,0.173517,"casual",1097,"Low",12,2012
"683","2012-11-13",4,1,11,0,2,1,2,0.343333,0.323225,0.662917,0.342046,"casual",327,"Low",13,2012
"684","2012-11-14",4,1,11,0,3,1,1,0.289167,0.281563,0.552083,0.199625,"casual",373,"Low",14,2012
"685","2012-11-15",4,1,11,0,4,1,2,0.321667,0.324492,0.620417,0.152987,"casual",320,"Low",15,2012
"686","2012-11-16",4,1,11,0,5,1,1,0.345,0.347204,0.524583,0.171025,"casual",484,"Low",16,2012
"687","2012-11-17",4,1,11,0,6,0,1,0.325,0.326383,0.545417,0.179729,"casual",1313,"Low",17,2012
"688","2012-11-18",4,1,11,0,0,0,1,0.3425,0.337746,0.692917,0.227612,"casual",922,"Low",18,2012
"689","2012-11-19",4,1,11,0,1,1,2,0.380833,0.375621,0.623333,0.235067,"casual",449,"Low",19,2012
"690","2012-11-20",4,1,11,0,2,1,2,0.374167,0.380667,0.685,0.082725,"casual",534,"Low",20,2012
"691","2012-11-21",4,1,11,0,3,1,1,0.353333,0.364892,0.61375,0.103246,"casual",615,"Low",21,2012
"692","2012-11-22",4,1,11,1,4,0,1,0.34,0.350371,0.580417,0.0528708,"casual",955,"Low",22,2012
"693","2012-11-23",4,1,11,0,5,1,1,0.368333,0.378779,0.56875,0.148021,"casual",1603,"Low",23,2012
"694","2012-11-24",4,1,11,0,6,0,1,0.278333,0.248742,0.404583,0.376871,"casual",532,"Low",24,2012
"695","2012-11-25",4,1,11,0,0,0,1,0.245833,0.257583,0.468333,0.1505,"casual",309,"Low",25,2012
"696","2012-11-26",4,1,11,0,1,1,1,0.313333,0.339004,0.535417,0.04665,"casual",337,"Low",26,2012
"697","2012-11-27",4,1,11,0,2,1,2,0.291667,0.281558,0.786667,0.237562,"casual",123,"Low",27,2012
"698","2012-11-28",4,1,11,0,3,1,1,0.296667,0.289762,0.50625,0.210821,"casual",198,"Low",28,2012
"699","2012-11-29",4,1,11,0,4,1,1,0.28087,0.298422,0.555652,0.115522,"casual",243,"Low",29,2012
"700","2012-11-30",4,1,11,0,5,1,1,0.298333,0.323867,0.649583,0.0584708,"casual",362,"Low",30,2012
"701","2012-12-01",4,1,12,0,6,0,2,0.298333,0.316904,0.806667,0.0597042,"casual",951,"Low",1,2012
"702","2012-12-02",4,1,12,0,0,0,2,0.3475,0.359208,0.823333,0.124379,"casual",892,"Low",2,2012
"703","2012-12-03",4,1,12,0,1,1,1,0.4525,0.455796,0.7675,0.0827208,"casual",555,"Low",3,2012
"704","2012-12-04",4,1,12,0,2,1,1,0.475833,0.469054,0.73375,0.174129,"casual",551,"Low",4,2012
"705","2012-12-05",4,1,12,0,3,1,1,0.438333,0.428012,0.485,0.324021,"casual",331,"Low",5,2012
"706","2012-12-06",4,1,12,0,4,1,1,0.255833,0.258204,0.50875,0.174754,"casual",340,"Low",6,2012
"707","2012-12-07",4,1,12,0,5,1,2,0.320833,0.321958,0.764167,0.1306,"casual",349,"Low",7,2012
"708","2012-12-08",4,1,12,0,6,0,2,0.381667,0.389508,0.91125,0.101379,"casual",1153,"Low",8,2012
"709","2012-12-09",4,1,12,0,0,0,2,0.384167,0.390146,0.905417,0.157975,"casual",441,"Low",9,2012
"710","2012-12-10",4,1,12,0,1,1,2,0.435833,0.435575,0.925,0.190308,"casual",329,"Low",10,2012
"711","2012-12-11",4,1,12,0,2,1,2,0.353333,0.338363,0.596667,0.296037,"casual",282,"Low",11,2012
"712","2012-12-12",4,1,12,0,3,1,2,0.2975,0.297338,0.538333,0.162937,"casual",310,"Low",12,2012
"713","2012-12-13",4,1,12,0,4,1,1,0.295833,0.294188,0.485833,0.174129,"casual",425,"Low",13,2012
"714","2012-12-14",4,1,12,0,5,1,1,0.281667,0.294192,0.642917,0.131229,"casual",429,"Low",14,2012
"715","2012-12-15",4,1,12,0,6,0,1,0.324167,0.338383,0.650417,0.10635,"casual",767,"Low",15,2012
"716","2012-12-16",4,1,12,0,0,0,2,0.3625,0.369938,0.83875,0.100742,"casual",538,"Low",16,2012
"717","2012-12-17",4,1,12,0,1,1,2,0.393333,0.4015,0.907083,0.0982583,"casual",212,"Low",17,2012
"718","2012-12-18",4,1,12,0,2,1,1,0.410833,0.409708,0.66625,0.221404,"casual",433,"Low",18,2012
"719","2012-12-19",4,1,12,0,3,1,1,0.3325,0.342162,0.625417,0.184092,"casual",333,"Low",19,2012
"720","2012-12-20",4,1,12,0,4,1,2,0.33,0.335217,0.667917,0.132463,"casual",314,"Low",20,2012
"721","2012-12-21",1,1,12,0,5,1,2,0.326667,0.301767,0.556667,0.374383,"casual",221,"Low",21,2012
"722","2012-12-22",1,1,12,0,6,0,1,0.265833,0.236113,0.44125,0.407346,"casual",205,"Low",22,2012
"723","2012-12-23",1,1,12,0,0,0,1,0.245833,0.259471,0.515417,0.133083,"casual",408,"Low",23,2012
"724","2012-12-24",1,1,12,0,1,1,2,0.231304,0.2589,0.791304,0.0772304,"casual",174,"Low",24,2012
"725","2012-12-25",1,1,12,1,2,0,2,0.291304,0.294465,0.734783,0.168726,"casual",440,"Low",25,2012
"726","2012-12-26",1,1,12,0,3,1,3,0.243333,0.220333,0.823333,0.316546,"casual",9,"Low",26,2012
"727","2012-12-27",1,1,12,0,4,1,2,0.254167,0.226642,0.652917,0.350133,"casual",247,"Low",27,2012
"728","2012-12-28",1,1,12,0,5,1,2,0.253333,0.255046,0.59,0.155471,"casual",644,"Low",28,2012
"729","2012-12-29",1,1,12,0,6,0,2,0.253333,0.2424,0.752917,0.124383,"casual",159,"Low",29,2012
"730","2012-12-30",1,1,12,0,0,0,1,0.255833,0.2317,0.483333,0.350754,"casual",364,"Low",30,2012
"731","2012-12-31",1,1,12,0,1,1,2,0.215833,0.223487,0.5775,0.154846,"casual",439,"Low",31,2012
"732","2011-01-01",1,0,1,0,6,0,2,0.344167,0.363625,0.805833,0.160446,"registered",654,"Low",1,2011
"733","2011-01-02",1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,"registered",670,"Low",2,2011
"734","2011-01-03",1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,"registered",1229,"Low",3,2011
"735","2011-01-04",1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,"registered",1454,"Low",4,2011
"736","2011-01-05",1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,"registered",1518,"Low",5,2011
"737","2011-01-06",1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,"registered",1518,"Low",6,2011
"738","2011-01-07",1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,"registered",1362,"Low",7,2011
"739","2011-01-08",1,0,1,0,6,0,2,0.165,0.162254,0.535833,0.266804,"registered",891,"Low",8,2011
"740","2011-01-09",1,0,1,0,0,0,1,0.138333,0.116175,0.434167,0.36195,"registered",768,"Low",9,2011
"741","2011-01-10",1,0,1,0,1,1,1,0.150833,0.150888,0.482917,0.223267,"registered",1280,"Low",10,2011
"742","2011-01-11",1,0,1,0,2,1,2,0.169091,0.191464,0.686364,0.122132,"registered",1220,"Low",11,2011
"743","2011-01-12",1,0,1,0,3,1,1,0.172727,0.160473,0.599545,0.304627,"registered",1137,"Low",12,2011
"744","2011-01-13",1,0,1,0,4,1,1,0.165,0.150883,0.470417,0.301,"registered",1368,"Low",13,2011
"745","2011-01-14",1,0,1,0,5,1,1,0.16087,0.188413,0.537826,0.126548,"registered",1367,"Low",14,2011
"746","2011-01-15",1,0,1,0,6,0,2,0.233333,0.248112,0.49875,0.157963,"registered",1026,"Low",15,2011
"747","2011-01-16",1,0,1,0,0,0,1,0.231667,0.234217,0.48375,0.188433,"registered",953,"Low",16,2011
"748","2011-01-17",1,0,1,1,1,0,2,0.175833,0.176771,0.5375,0.194017,"registered",883,"Low",17,2011
"749","2011-01-18",1,0,1,0,2,1,2,0.216667,0.232333,0.861667,0.146775,"registered",674,"Low",18,2011
"750","2011-01-19",1,0,1,0,3,1,2,0.292174,0.298422,0.741739,0.208317,"registered",1572,"Low",19,2011
"751","2011-01-20",1,0,1,0,4,1,2,0.261667,0.25505,0.538333,0.195904,"registered",1844,"Low",20,2011
"752","2011-01-21",1,0,1,0,5,1,1,0.1775,0.157833,0.457083,0.353242,"registered",1468,"Low",21,2011
"753","2011-01-22",1,0,1,0,6,0,1,0.0591304,0.0790696,0.4,0.17197,"registered",888,"Low",22,2011
"754","2011-01-23",1,0,1,0,0,0,1,0.0965217,0.0988391,0.436522,0.2466,"registered",836,"Low",23,2011
"755","2011-01-24",1,0,1,0,1,1,1,0.0973913,0.11793,0.491739,0.15833,"registered",1330,"Low",24,2011
"756","2011-01-25",1,0,1,0,2,1,2,0.223478,0.234526,0.616957,0.129796,"registered",1799,"Low",25,2011
"757","2011-01-26",1,0,1,0,3,1,3,0.2175,0.2036,0.8625,0.29385,"registered",472,"Low",26,2011
"758","2011-01-27",1,0,1,0,4,1,1,0.195,0.2197,0.6875,0.113837,"registered",416,"Low",27,2011
"759","2011-01-28",1,0,1,0,5,1,2,0.203478,0.223317,0.793043,0.1233,"registered",1129,"Low",28,2011
"760","2011-01-29",1,0,1,0,6,0,1,0.196522,0.212126,0.651739,0.145365,"registered",975,"Low",29,2011
"761","2011-01-30",1,0,1,0,0,0,1,0.216522,0.250322,0.722174,0.0739826,"registered",956,"Low",30,2011
"762","2011-01-31",1,0,1,0,1,1,2,0.180833,0.18625,0.60375,0.187192,"registered",1459,"Low",31,2011
"763","2011-02-01",1,0,2,0,2,1,2,0.192174,0.23453,0.829565,0.053213,"registered",1313,"Low",1,2011
"764","2011-02-02",1,0,2,0,3,1,2,0.26,0.254417,0.775417,0.264308,"registered",1454,"Low",2,2011
"765","2011-02-03",1,0,2,0,4,1,1,0.186957,0.177878,0.437826,0.277752,"registered",1489,"Low",3,2011
"766","2011-02-04",1,0,2,0,5,1,2,0.211304,0.228587,0.585217,0.127839,"registered",1620,"Low",4,2011
"767","2011-02-05",1,0,2,0,6,0,2,0.233333,0.243058,0.929167,0.161079,"registered",905,"Low",5,2011
"768","2011-02-06",1,0,2,0,0,0,1,0.285833,0.291671,0.568333,0.1418,"registered",1269,"Low",6,2011
"769","2011-02-07",1,0,2,0,1,1,1,0.271667,0.303658,0.738333,0.0454083,"registered",1592,"Low",7,2011
"770","2011-02-08",1,0,2,0,2,1,1,0.220833,0.198246,0.537917,0.36195,"registered",1466,"Low",8,2011
"771","2011-02-09",1,0,2,0,3,1,2,0.134783,0.144283,0.494783,0.188839,"registered",1552,"Low",9,2011
"772","2011-02-10",1,0,2,0,4,1,1,0.144348,0.149548,0.437391,0.221935,"registered",1491,"Low",10,2011
"773","2011-02-11",1,0,2,0,5,1,1,0.189091,0.213509,0.506364,0.10855,"registered",1597,"Low",11,2011
"774","2011-02-12",1,0,2,0,6,0,1,0.2225,0.232954,0.544167,0.203367,"registered",1184,"Low",12,2011
"775","2011-02-13",1,0,2,0,0,0,1,0.316522,0.324113,0.457391,0.260883,"registered",1192,"Low",13,2011
"776","2011-02-14",1,0,2,0,1,1,1,0.415,0.39835,0.375833,0.417908,"registered",1705,"Low",14,2011
"777","2011-02-15",1,0,2,0,2,1,1,0.266087,0.254274,0.314348,0.291374,"registered",1675,"Low",15,2011
"778","2011-02-16",1,0,2,0,3,1,1,0.318261,0.3162,0.423478,0.251791,"registered",1897,"Low",16,2011
"779","2011-02-17",1,0,2,0,4,1,1,0.435833,0.428658,0.505,0.230104,"registered",2216,"Low",17,2011
"780","2011-02-18",1,0,2,0,5,1,1,0.521667,0.511983,0.516667,0.264925,"registered",2348,"Low",18,2011
"781","2011-02-19",1,0,2,0,6,0,1,0.399167,0.391404,0.187917,0.507463,"registered",1103,"Low",19,2011
"782","2011-02-20",1,0,2,0,0,0,1,0.285217,0.27733,0.407826,0.223235,"registered",1173,"Low",20,2011
"783","2011-02-21",1,0,2,1,1,0,2,0.303333,0.284075,0.605,0.307846,"registered",912,"Low",21,2011
"784","2011-02-22",1,0,2,0,2,1,1,0.182222,0.186033,0.577778,0.195683,"registered",1376,"Low",22,2011
"785","2011-02-23",1,0,2,0,3,1,1,0.221739,0.245717,0.423043,0.094113,"registered",1778,"Low",23,2011
"786","2011-02-24",1,0,2,0,4,1,2,0.295652,0.289191,0.697391,0.250496,"registered",1707,"Low",24,2011
"787","2011-02-25",1,0,2,0,5,1,2,0.364348,0.350461,0.712174,0.346539,"registered",1341,"Low",25,2011
"788","2011-02-26",1,0,2,0,6,0,1,0.2825,0.282192,0.537917,0.186571,"registered",1545,"Low",26,2011
"789","2011-02-27",1,0,2,0,0,0,1,0.343478,0.351109,0.68,0.125248,"registered",1708,"Low",27,2011
"790","2011-02-28",1,0,2,0,1,1,2,0.407273,0.400118,0.876364,0.289686,"registered",1365,"Low",28,2011
"791","2011-03-01",1,0,3,0,2,1,1,0.266667,0.263879,0.535,0.216425,"registered",1714,"Low",1,2011
"792","2011-03-02",1,0,3,0,3,1,1,0.335,0.320071,0.449583,0.307833,"registered",1903,"Low",2,2011
"793","2011-03-03",1,0,3,0,4,1,1,0.198333,0.200133,0.318333,0.225754,"registered",1562,"Low",3,2011
"794","2011-03-04",1,0,3,0,5,1,2,0.261667,0.255679,0.610417,0.203346,"registered",1730,"Low",4,2011
"795","2011-03-05",1,0,3,0,6,0,2,0.384167,0.378779,0.789167,0.251871,"registered",1437,"Low",5,2011
"796","2011-03-06",1,0,3,0,0,0,2,0.376522,0.366252,0.948261,0.343287,"registered",491,"Low",6,2011
"797","2011-03-07",1,0,3,0,1,1,1,0.261739,0.238461,0.551304,0.341352,"registered",1628,"Low",7,2011
"798","2011-03-08",1,0,3,0,2,1,1,0.2925,0.3024,0.420833,0.12065,"registered",1817,"Low",8,2011
"799","2011-03-09",1,0,3,0,3,1,2,0.295833,0.286608,0.775417,0.22015,"registered",1700,"Low",9,2011
"800","2011-03-10",1,0,3,0,4,1,3,0.389091,0.385668,0,0.261877,"registered",577,"Low",10,2011
"801","2011-03-11",1,0,3,0,5,1,2,0.316522,0.305,0.649565,0.23297,"registered",1730,"Low",11,2011
"802","2011-03-12",1,0,3,0,6,0,1,0.329167,0.32575,0.594583,0.220775,"registered",1408,"Low",12,2011
"803","2011-03-13",1,0,3,0,0,0,1,0.384348,0.380091,0.527391,0.270604,"registered",1435,"Low",13,2011
"804","2011-03-14",1,0,3,0,1,1,1,0.325217,0.332,0.496957,0.136926,"registered",1687,"Low",14,2011
"805","2011-03-15",1,0,3,0,2,1,2,0.317391,0.318178,0.655652,0.184309,"registered",1767,"Low",15,2011
"806","2011-03-16",1,0,3,0,3,1,2,0.365217,0.36693,0.776522,0.203117,"registered",1871,"Low",16,2011
"807","2011-03-17",1,0,3,0,4,1,1,0.415,0.410333,0.602917,0.209579,"registered",2320,"Low",17,2011
"808","2011-03-18",1,0,3,0,5,1,1,0.54,0.527009,0.525217,0.231017,"registered",2355,"Low",18,2011
"809","2011-03-19",1,0,3,0,6,0,1,0.4725,0.466525,0.379167,0.368167,"registered",1693,"Low",19,2011
"810","2011-03-20",1,0,3,0,0,0,1,0.3325,0.32575,0.47375,0.207721,"registered",1424,"Low",20,2011
"811","2011-03-21",2,0,3,0,1,1,2,0.430435,0.409735,0.737391,0.288783,"registered",1676,"Low",21,2011
"812","2011-03-22",2,0,3,0,2,1,1,0.441667,0.440642,0.624583,0.22575,"registered",2243,"Low",22,2011
"813","2011-03-23",2,0,3,0,3,1,2,0.346957,0.337939,0.839565,0.234261,"registered",1918,"Low",23,2011
"814","2011-03-24",2,0,3,0,4,1,2,0.285,0.270833,0.805833,0.243787,"registered",1699,"Low",24,2011
"815","2011-03-25",2,0,3,0,5,1,1,0.264167,0.256312,0.495,0.230725,"registered",1910,"Low",25,2011
"816","2011-03-26",2,0,3,0,6,0,1,0.265833,0.257571,0.394167,0.209571,"registered",1515,"Low",26,2011
"817","2011-03-27",2,0,3,0,0,0,2,0.253043,0.250339,0.493913,0.1843,"registered",1221,"Low",27,2011
"818","2011-03-28",2,0,3,0,1,1,1,0.264348,0.257574,0.302174,0.212204,"registered",1806,"Low",28,2011
"819","2011-03-29",2,0,3,0,2,1,1,0.3025,0.292908,0.314167,0.226996,"registered",2108,"Low",29,2011
